taxonomy	UCS_0001_BAL	UCS_0002_BAL	UCS_0002_UA	UCS_0004_BAL	UCS_0005_BAL	UCS_0006_BAL	UCS_0007_BAL	UCS_0007_UA	UCS_0009_BAL	UCS_0009_UA	UCS_0010_BAL	UCS_0010_UA	UCS_0013_BAL	UCS_0013_UA	UCS_0014_BAL	UCS_0014_UA	UCS_0015_BAL	UCS_0015_UA	UCS_0016_BAL	UCS_0016_UA	UCS_0017_BAL	UCS_0018_BAL	UCS_0018_UA	UCS_0019_BAL	UCS_0020_BAL	UCS_0021_BAL	UCS_0021_UA	UCS_0022_BAL	UCS_0022_UA	UCS_0023_BAL	UCS_0023_UA	UCS_0025_BAL	UCS_0025_UA	UCS_0028_BAL	UCS_0028_UA	UCS_0029_BAL	UCS_0030_BAL	UCS_0030_UA	UCS_0031_BAL	UCS_0032_BAL	UCS_0032_UA	UCS_0033_BAL	UCS_0034_BAL	UCS_0035_BAL	UCS_0036_BAL	UCS_0037_BAL	UCS_0038_BAL	UCS_0038_UA	UCS_0039_BAL	UCS_0039_UA	UCS_0040_BAL	UCS_0040_BKG	UCS_0041_BAL	UCS_0041_UA	UCS_0042_BAL	UCS_0042_UA	UCS_0043_BAL	UCS_0043_UA	UCS_0044_BAL	UCS_0045_BAL	UCS_0046_BAL	UCS_0046_UA	UCS_0047_BAL	UCS_0048_BAL	UCS_0048_UA	UCS_0049_BAL	UCS_0050_BAL	UCS_0050_UA	UCS_0051_BAL	UCS_0051_UA	UCS_0052_BAL	UCS_0053_BAL	UCS_0053_UA	UCS_0054_BAL	UCS_0054_UA	UCS_0055_BAL	UCS_0055_UA	UCS_0056_BAL	UCS_0057_BAL	UCS_0057_UA	UCS_0058_BAL	UCS_0058_UA	UCS_0059_BAL	UCS_0060_BAL	UCS_0060_UA	UCS_0061_BAL	UCS_0061_UA	UCS_0062_BAL	UCS_0063_BAL	UCS_0063_UA	UCS_0064_BAL	UCS_0065_BAL	UCS_0066_BAL	UCS_0069_BAL	UCS_0069_BKG	UCS_0070_BAL	UCS_0070_BKG	UCS_0071_BAL	UCS_0072_BAL	UCS_0073_BAL	UCS_0073_UA	UCS_0074_BAL	UCS_0074_UA	UCS_0075_BAL	UCS_0076_BAL	UCS_0077_BAL	UCS_0077_UA	UCS_0079_BAL	UCS_0080_BAL	UCS_0081_BAL	UCS_0082_BAL	UCS_0083_BAL	UCS_0083_UA	UCS_0085_BAL	UCS_0085_BKG	UCS_0087_BAL	UCS_0088_BAL	UCS_0088_UA	UCS_0090_BAL	UCS_0093_BAL	UCS_0093_UA	UCS_0094_BAL	UCS_0094_UA	UCS_0095_BAL	UCS_0096_BAL	UCS_0096_UA	UCS_0097_BAL	UCS_0097_UA	UCS_0098_BAL	UCS_0099_BAL	UCS_0099_UA	UCS_0100_BAL	UCS_0101_BAL	UCS_0101_UA	UCS_0103_BAL	UCS_0106_BAL	UCS_0106_UA	UCS_0109_BAL	UCS_0114_BAL	UCS_0115_BAL	UCS_0116_BAL	UCS_0118_BAL	UCS_0123_BAL	UCS_0128_BAL	UCS_0130_BAL	UCS_0130_UA	UCS_0134_UA	UCS_0138_BAL	UCS_0144_BAL	UCS_0147_BAL	UCS_0148_BAL	UCS_0148_UA	UCS_0151_BAL	UCS_0153_BAL	UCS_0153_UA	UCS_0154_BAL	UCS_0154_UA	UCS_0156_BAL	UCS_0158_BAL	UCS_0158_UA	UCS_0159_BAL	UCS_0159_UA	UCS_0160_BAL	UCS_0163_BAL	UCS_0164_BAL	UCS_0164_UA	UCS_0167_UA	UCS_0168_BAL	UCS_0170_BAL	UCS_0170_UA	UCS_0171_BAL	UCS_0172_UA	UCS_0174_BAL	UCS_0174_UA	UCS_0175_BAL	UCS_0175_UA	UCS_0176_BAL	UCS_0177_BAL	UCS_0177_UA	UCS_0180_BAL	UCS_0182_UA	UCS_0185_BAL	UCS_0185_UA	UCS_0190_BAL	UCS_0191_BAL	UCS_0191_UA	UCS_0192_BAL	UCS_0192_UA	UCS_0194_BAL
Aspergillus fumigatus	0.000375002	0.000565933	0.000108288	0.00020793	0.000419728	0.000191255	0.000433128	4.71E-05	0.000562728	7.16E-05	0.000539789	5.21E-05	0.000522793	8.37E-05	0.00065098	5.01E-05	0.000354193	4.29E-05	0.000326633	3.14E-05	0.000419627	0.000267047	0.000109637	0.000531436	0.000359155	0.000617731	0.000158436	0.000228414	0.00035787	0.000450623	3.97E-05	0.000185442	0.000206256	0.000325394	3.76E-05	0.000688068	0.000279724	0.000156035	0.000596138	0.000565974	6.62E-05	0.001083761	0.000611719	0.000238335	0.000629757	0.000611082	0.000279619	6.63E-05	0.000364012	4.56E-05	0.000205656	0	0.000479165	4.70E-05	0.000594736	0.000120385	0.000410797	6.98E-05	0.000353064	8.41E-05	0.000621054	0.000149712	0.000675978	4.60E-05	8.22E-05	0.000372764	0.000451705	3.12E-05	0.000662127	0.000174876	0.000709905	0.000137709	8.76E-05	0.000504662	9.03E-05	0.000679235	0.000344504	0.000736889	0.000590162	0.000208409	0.000568125	0.000216145	0.000751585	0.000386269	9.08E-05	0.00036215	9.13E-05	0.000473849	0.000211811	6.57E-05	0.000699431	0.000675916	0.000476223	0.000304102	0	0.000497281	0	0.000624212	0.000453891	0.000881693	3.09E-05	0.000571508	0.000313367	0.000313201	0.000506701	0.000382898	5.19E-05	0.000547949	0.000629221	0.00057684	0.000839939	0.000524448	9.23E-05	0.000249564	0	0.000299473	0.000126945	5.57E-05	0.000292688	0.000568407	0.000180053	0.000554851	7.18E-05	0.000429871	0.00022393	6.78E-05	0.000516894	0.000295793	0.000530836	0.000342785	0.000146181	0.000466396	0.00095768	6.58E-05	0.000546934	0.0001925	5.77E-05	0.000290968	0.000314415	0.000710973	0.000317031	0.000314873	0.000304494	0.000404703	6.91E-05	3.92E-05	3.04E-05	0.000445004	0.000667887	0.000715567	5.27E-05	6.60E-05	0.000639772	0.000795035	2.11E-05	0.000487013	3.76E-05	0.000948565	0.000336706	6.37E-05	0.000356676	0.000421573	0.001046352	0.000630073	0.000422235	0.000400322	2.44E-05	0.000607197	0.000683301	4.64E-05	0.00039864	4.05E-05	5.25E-05	4.09E-05	0.000367189	6.11E-05	0.000196137	0.000566374	3.73E-05	0.000837193	0.0003586	0.000287202	6.70E-05	0.000438948	0.000464745	8.54E-05	0.000715853	0.000196984	0.000236952
Talaromyces rugulosus	0.001604003	0.002703162	0.000490903	0.001050814	0.001884725	0.000783169	0.00174562	0.000198725	0.002494974	0.000188679	0.00223589	0.000141406	0.001996726	0.000274994	0.002941391	0.000127966	0.001697876	0.000113637	0.00115435	4.30E-05	0.002007457	0.001289778	0.000409005	0.002141031	0.001578579	0.002989876	0.000884985	0.001160345	0.001522557	0.001865033	0.000172498	0.000853408	0.00086423	0.001246881	7.42E-05	0.002958002	0.001088312	0.000273551	0.003006479	0.002405139	0.000234311	0.004224407	0.003172328	0.001066071	0.003179961	0.003262751	0.001313394	9.45E-05	0.001826599	5.71E-05	0.00084361	0	0.002421366	0.00022835	0.003090699	0.000445234	0.001949943	0.000276596	0.001543226	0.000376904	0.003299352	0.000692051	0.003458927	0.000208205	0.000397904	0.001807639	0.002140412	3.91E-05	0.003019469	0.000798499	0.002999213	0.00049902	9.56E-05	0.002432808	0.000360423	0.002737886	0.000157553	0.002697476	0.00278517	0.000974019	0.002721344	0.000955741	0.003367952	0.001885605	0.000155791	0.001446638	9.84E-05	0.002184435	0.001055483	0.000353383	0.003041943	0.003065081	0.00248676	0.001438087	0	0.002118375	0	0.003240726	0.00231193	0.003766612	0.000140419	0.00231249	0.001409699	0.001623149	0.002197805	0.00160817	0.0001506	0.00238934	0.00290339	0.002688456	0.003906695	0.002397476	0.000248064	0.000972345	0	0.001008918	0.000492227	8.11E-05	0.001275722	0.002750621	0.000846249	0.002932437	0.000261827	0.00218055	0.00101003	0.000307016	0.002721033	0.001226259	0.002368746	0.001702613	0.000680306	0.002231783	0.004527385	0.000200178	0.003186189	0.000770282	0.000144976	0.001207227	0.001714924	0.003150065	0.001420269	0.0014086	0.001425157	0.001828734	0.000255095	6.78E-05	8.51E-05	0.002018444	0.003222284	0.002983619	0.000256673	0.000349689	0.002477462	0.003762531	5.25E-05	0.002252553	0.000124326	0.00438577	0.001377898	0.000153824	0.001643809	0.000870253	0.00462139	0.00352841	0.002232567	0.00182733	8.65E-05	0.002675463	0.002933877	8.96E-05	0.001696203	0.000133406	0.000218815	0.000124138	0.001668983	0.000238172	0.000809803	0.002325804	4.57E-05	0.003220273	0.001694753	0.001366896	8.46E-05	0.002099516	0.001962397	0.000318522	0.003030668	0.000934905	0.001102035
Zymoseptoria tritici	0.001805268	0.003010541	0.000511491	0.001140147	0.00198115	0.000934425	0.001962184	0.000222876	0.003169142	0.000197152	0.002277453	0.00020107	0.002088197	0.000251274	0.003164042	0.000135141	0.001989288	7.70E-05	0.001395613	4.77E-05	0.002387533	0.001484381	0.00038921	0.002422485	0.001531733	0.003123439	0.000917468	0.001361857	0.001585116	0.002030317	0.000173009	0.00083519	0.000956278	0.001515504	7.93E-05	0.003333155	0.001267998	0.000294282	0.003413006	0.002354051	0.000347305	0.004619187	0.003736568	0.001065681	0.003330645	0.003355476	0.001503208	9.94E-05	0.002024227	4.97E-05	0.000912162	0	0.002668246	0.000253005	0.003841002	0.000564027	0.002120482	0.000276791	0.001824889	0.000435463	0.003562829	0.00064139	0.003928991	0.000226457	0.000464747	0.001905735	0.002496349	0.000156523	0.003274241	0.000850259	0.003316561	0.000625487	0.000132702	0.002906974	0.000372999	0.003396175	0.00023753	0.002786097	0.003316438	0.000928874	0.00290949	0.00105894	0.004084085	0.001897464	0.000120044	0.001593067	0.000133334	0.002451577	0.001082852	0.000323447	0.003144947	0.003309831	0.002830518	0.001582458	0	0.002409734	0	0.003507552	0.002275521	0.004200606	0.000144143	0.002621527	0.001459656	0.001698427	0.002425453	0.001657859	5.95E-05	0.002876145	0.003048102	0.002684992	0.004526883	0.002726937	0.000213711	0.0010057	0	0.001164518	0.000528103	0.000117008	0.001426085	0.002955716	0.000938624	0.003405764	0.00023521	0.002373042	0.001120372	0.000313455	0.003110299	0.001218107	0.002586715	0.001828764	0.000660628	0.002286654	0.004991202	0.000226293	0.003462212	0.000821147	0.00014579	0.001291016	0.001806229	0.003971437	0.001585155	0.001469275	0.001587763	0.001828045	0.000313847	0.000103369	9.84E-05	0.002061216	0.003327314	0.003071496	0.000246587	0.000339504	0.002627477	0.004267163	5.29E-05	0.00241489	0.000114249	0.004284631	0.001373215	0.000122672	0.001614732	0.000716413	0.00467952	0.003776839	0.002670636	0.002010236	0.000100189	0.003032823	0.003217104	0.000127565	0.001920934	0.000178588	0.000199839	0.000148815	0.001794365	0.000224909	0.000791704	0.002650945	9.05E-05	0.003194963	0.001941597	0.001330036	9.15E-05	0.002368149	0.002086243	0.00034482	0.00370861	0.001111883	0.001107945
Cercospora beticola	0.000382343	0.000498243	0.000132886	0.000198303	0.000348423	0.000177473	0.000394434	5.25E-05	0.000479838	7.59E-05	0.000489167	7.72E-05	0.000435785	6.02E-05	0.000628016	4.84E-05	0.000291412	2.85E-05	0.00028766	6.04E-05	0.00041191	0.000292615	0.000117555	0.000489173	0.00030805	0.000612166	0.000194233	0.000243642	0.000309111	0.000434988	4.91E-05	0.00020039	0.000169323	0.000324009	6.89E-05	0.000660407	0.00031923	0.000306672	0.000696253	0.000686181	0.000115533	0.000947977	0.000579698	0.000239505	0.000551817	0.000641346	0.000272476	7.44E-05	0.000372004	1.55E-05	0.000187003	0	0.000553351	5.07E-05	0.00062227	0.00010255	0.000380764	8.50E-05	0.000284424	8.20E-05	0.01441011	0.00013932	0.000723816	4.58E-05	9.31E-05	0.000357604	0.000422975	0.000115341	0.000599134	0.000196484	0.000546646	0.000126819	5.61E-05	0.000414158	6.95E-05	0.000534112	6.88E-05	0.000679832	0.000528814	0.000217686	0.000558288	0.000230479	0.000677136	0.000330362	0.000161112	0.000286321	6.26E-05	0.000455456	0.00021419	6.88E-05	0.000641283	0.000663234	0.00053636	0.000249323	0	0.000443975	0	0.000734176	0.000478163	0.000733222	5.61E-05	0.000470965	0.000244336	0.000335729	0.000496211	0.000326778	1.32E-05	0.000470343	0.000612734	0.000512747	0.0007732	0.000483145	0.00018251	0.000276069	0	0.000348634	0.00014526	9.30E-05	0.000291742	0.000631693	0.000206669	0.00068748	6.70E-05	0.000384982	0.000240157	7.52E-05	0.00054242	0.000266097	0.000449283	0.000347135	0.000138872	0.000459239	0.00086379	6.69E-05	0.000623607	0.000193062	8.15E-05	0.000225938	0.000331351	0.000619709	0.00030429	0.000369996	0.000305122	0.000396444	6.61E-05	3.16E-05	5.64E-05	0.000444094	0.000663847	0.000625598	5.46E-05	9.12E-05	0.000558146	0.000758536	2.47E-05	0.000421693	5.89E-05	0.000893398	0.000296267	2.69E-05	0.000335353	0.000766108	0.000972834	0.000707482	0.000425402	0.000458989	4.38E-05	0.000484914	0.000593126	0.000117596	0.000413727	6.56E-05	6.44E-05	7.73E-05	0.000426042	7.61E-05	0.000143946	0.000523109	8.98E-05	0.000718429	0.000319301	0.000272867	7.21E-05	0.000439722	0.00036771	8.06E-05	0.000662331	0.000184673	0.000221589
Naumovozyma castellii	0.003392754	0.005070092	0.001224317	0.002200972	0.00478636	0.001868513	0.004036083	0.000593468	0.005443998	0.000494073	0.004553307	0.000378161	0.004211345	0.000701943	0.006526773	0.000433273	0.003790236	0.000144498	0.00287041	6.59E-05	0.004596603	0.003062513	0.001005916	0.005358423	0.003852755	0.006852088	0.002247928	0.002623719	0.00321347	0.004849086	0.000511359	0.002338347	0.00210063	0.003193012	0.000135834	0.007065666	0.002784498	0.000376348	0.007282595	0.005284094	0.000466929	0.012333758	0.007531657	0.001927353	0.007334694	0.007027761	0.003136021	0.000127151	0.004373957	0.000113251	0.00203511	0	0.006383602	0.000605411	0.007932564	0.001220731	0.004823374	0.000709825	0.00476262	0.000854793	0.00761027	0.001528943	0.009195378	0.000508155	0.001170616	0.004588211	0.005145128	0.000107293	0.007532574	0.002000017	0.006823898	0.001196172	0.000106479	0.005832639	0.000991807	0.00743119	0.000194581	0.0060675	0.006965379	0.002720451	0.006535899	0.00258113	0.009557894	0.004855475	8.09E-05	0.003699288	0.000204422	0.00491892	0.002515548	0.000891159	0.007268432	0.006665314	0.005125488	0.003230447	0	0.005005674	0	0.007540671	0.006404227	0.010267386	0.000414179	0.005980723	0.003764951	0.003414987	0.005898928	0.003806762	0.000212713	0.005724069	0.006114522	0.006942869	0.008541012	0.005616202	0.000167632	0.001826758	0	0.002156297	0.001284757	0.000177268	0.002959977	0.007390462	0.002604505	0.007303107	0.000659049	0.00479782	0.002559872	0.000937904	0.006072549	0.003104077	0.005157119	0.004048164	0.001826706	0.006401914	0.010025594	0.000465976	0.007444097	0.001846598	0.000342589	0.003007646	0.004345848	0.008363865	0.003427383	0.003002	0.00369913	0.003838482	0.000566402	0.000163879	0.000182393	0.004439122	0.008091393	0.007881693	0.000473241	0.000825631	0.00574802	0.008715233	0.000168301	0.005110269	0.000240244	0.009333936	0.002813261	0.000329916	0.002882481	0.002048423	0.010135256	0.009595115	0.005265269	0.006669151	8.16E-05	0.005941256	0.00760776	0.000192313	0.004302448	0.000268046	0.000512284	0.000281041	0.00367509	0.00047451	0.002131835	0.005922016	8.21E-05	0.008249273	0.00359828	0.003310243	0.000146031	0.005509682	0.004902799	0.000832701	0.008400682	0.002758547	0.002801475
Naumovozyma dairenensis	0.001373374	0.0020307	0.000501064	0.000788207	0.001567904	0.000679643	0.001450419	0.000211529	0.001947903	0.000191424	0.001760577	0.000159962	0.001682902	0.000618979	0.002354311	0.000449503	0.001306202	0.000109241	0.001030007	4.82E-05	0.001667897	0.000947447	0.000356014	0.001774151	0.001465722	0.00260588	0.000769639	0.001004515	0.001305443	0.00161599	0.000154609	0.000827717	0.000797183	0.000945026	8.90E-05	0.002520612	0.00095514	0.000160941	0.002677313	0.002164725	0.000228668	0.003822082	0.002461232	0.000821885	0.002223894	0.002428228	0.001034285	0.000109011	0.001433525	7.84E-05	0.000670131	0	0.001842476	0.000223067	0.002696961	0.000399691	0.001814798	0.000264697	0.001374781	0.000335972	0.002779454	0.000565722	0.002984702	0.000170004	0.000368858	0.001480356	0.001857896	5.98E-05	0.002726901	0.000733675	0.002602987	0.000416289	5.91E-05	0.001966511	0.000366711	0.002438663	6.65E-05	0.002370914	0.002247767	0.000834874	0.002440971	0.000877194	0.003089653	0.001391756	3.79E-05	0.001308707	0.000170326	0.001608109	0.000821063	0.000403278	0.002651524	0.002536269	0.001956088	0.001059239	0	0.00164227	0	0.002665028	0.002134742	0.003469668	0.000240146	0.001906084	0.001131756	0.001213241	0.001874691	0.00139363	0.000240023	0.002090673	0.002145028	0.002504837	0.003022805	0.002092989	6.21E-05	0.000728142	0	0.00075184	0.000424238	8.00E-05	0.000956082	0.002273628	0.000893219	0.002182901	0.000230321	0.001557427	0.000790066	0.000290917	0.002501512	0.001211702	0.001982481	0.001425079	0.000602718	0.001932383	0.003783775	0.000217109	0.002784082	0.000720822	0.00015604	0.00104757	0.001385046	0.002780595	0.001249387	0.001209128	0.001290175	0.001546543	0.000225892	6.80E-05	8.54E-05	0.001738156	0.002939509	0.00266559	0.000186231	0.000339079	0.002343992	0.003073818	0.000108264	0.001803964	0.000109628	0.003369779	0.001203798	0.000296543	0.001118488	0.001308708	0.003708396	0.003074757	0.00168894	0.001791094	7.50E-05	0.002233769	0.002248036	0.000107251	0.001540559	0.000136039	0.000199177	0.000134352	0.001279405	0.00019542	0.000691952	0.001918067	7.51E-05	0.002932123	0.001516681	0.00108123	0.000124119	0.001775144	0.001728748	0.000292224	0.002448619	0.000821024	0.000916492
Kluyveromyces marxianus	0.002409675	0.003184759	0.000734216	0.00137734	0.003022367	0.001267187	0.002610005	0.00033093	0.003339525	0.000322699	0.002895573	0.000297752	0.002914403	0.000457709	0.004547873	0.000528265	0.002573987	0.000101519	0.001915875	4.45E-05	0.003369556	0.002143475	0.000679138	0.003519528	0.002804391	0.004619073	0.001636725	0.001737979	0.002334895	0.003466505	0.000349467	0.001632078	0.001392087	0.00227014	8.36E-05	0.005072342	0.001958069	0.000273183	0.005867336	0.003576155	0.000380879	0.008008771	0.080204805	0.001440932	0.00434075	0.004949182	0.002091021	9.77E-05	0.002974582	8.77E-05	0.001519337	0	0.004210332	0.000527534	0.005749112	0.001096524	0.003309969	0.000546755	0.003024518	0.000626978	0.005302488	0.00099115	0.007055129	0.000312388	0.000840603	0.002866183	0.003829916	0.000102376	0.00529562	0.001382926	0.00521698	0.000770749	8.47E-05	0.003991064	0.000761719	0.005680739	0.000153818	0.003987943	0.004828037	0.001899802	0.004388829	0.001613923	0.006158035	0.003084226	5.22E-05	0.002478176	0.000178204	0.003301177	0.001863457	0.000615655	0.005186753	0.004768185	0.00321816	0.002430259	0	0.003193992	0	0.005278308	0.004555897	0.007841588	0.000301695	0.004411194	0.002881164	0.002573191	0.00430434	0.002715358	0.000151241	0.004044946	0.0042983	0.004725585	0.006506275	0.003651924	0.000121294	0.001249009	0	0.001506837	0.00087231	0.000142861	0.002198705	0.005244579	0.001924218	0.004856165	0.000375493	0.003456469	0.001478084	0.000581455	0.005156179	0.002473479	0.003662474	0.003152052	0.001386475	0.004351441	0.00706242	0.000369926	0.00623096	0.001231159	0.000234793	0.002020104	0.002852561	0.005692197	0.002365367	0.002118453	0.002638738	0.002574818	0.000380218	9.69E-05	0.000121504	0.00312595	0.005111487	0.00593167	0.000324257	0.000733328	0.00372612	0.005919122	9.80E-05	0.003587755	0.000207253	0.006414687	0.001911689	0.000228031	0.001827962	0.002863987	0.007139816	0.006941607	0.003273376	0.003946274	8.43E-05	0.004472808	0.004913927	0.000181968	0.002856387	0.000186324	0.000358047	0.000227849	0.002543457	0.000377153	0.001388113	0.004298935	5.88E-05	0.006027791	0.00294494	0.002103586	0.000120117	0.00412781	0.003516226	0.0005308	0.005769196	0.001885969	0.002031527
Kluyveromyces lactis	0.000427	0.000679119	0.000159624	0.000252981	0.000459432	0.000207725	0.000445611	7.95E-05	0.000536019	6.12E-05	0.000530731	4.81E-05	0.00050197	8.25E-05	0.000749825	8.88E-05	0.000380429	4.31E-05	0.000280236	9.32E-06	0.00052381	0.000289774	0.000118164	0.000490971	0.000474851	0.000752686	0.000251906	0.000281711	0.000402029	0.00048636	5.06E-05	0.000213936	0.000230689	0.000275546	5.12E-05	0.000694983	0.000272078	5.63E-05	0.000787267	0.00061606	6.64E-05	0.001131537	0.000873412	0.00026408	0.000749265	0.000752744	0.000323501	3.73E-05	0.000457013	2.03E-05	0.000217781	0	0.000588619	7.51E-05	0.000733783	0.000105417	0.000514836	7.53E-05	0.00042565	9.14E-05	0.000771613	0.000160104	0.00091309	5.65E-05	0.000118986	0.000392383	0.000570617	3.45E-05	0.000842708	0.00022161	0.000761268	0.000140344	2.72E-05	0.000525321	9.15E-05	0.000754041	5.85E-05	0.000792733	0.000718991	0.000252317	0.000709542	0.000274625	0.000847306	0.000462507	4.19E-05	0.000481123	0.000139063	0.000488739	0.000297487	0.000202832	0.00085726	0.000741859	0.000546112	0.000340963	0	0.000465152	0	0.00080533	0.000631078	0.000936514	4.30E-05	0.000609608	0.00040329	0.000439031	0.000586431	0.000444863	2.42E-05	0.000676117	0.000681427	0.000720617	0.000879006	0.000568632	4.79E-05	0.000251648	0	0.000230919	0.000139238	3.22E-05	0.000332879	0.000649273	0.000277125	0.000719116	7.48E-05	0.000506716	0.000244484	8.96E-05	0.000723652	0.00037731	0.000616096	0.000460236	0.000200156	0.000546316	0.00105157	5.94E-05	0.000785472	0.000209643	8.01E-05	0.000314313	0.000455055	0.00084198	0.00034776	0.000408462	0.000379833	0.000430857	6.00E-05	1.84E-05	4.29E-05	0.000530547	0.000891413	0.000772059	6.25E-05	8.00E-05	0.000722501	0.000964833	2.96E-05	0.000561938	5.19E-05	0.001025185	0.000366503	3.05E-05	0.000343106	0.001680111	0.001119871	0.000921707	0.000522516	0.000490049	3.40E-05	0.000602981	0.00066425	2.37E-05	0.000405786	4.77E-05	8.36E-05	5.00E-05	0.000385101	8.30E-05	0.00021171	0.000588662	4.75E-05	0.000848875	0.000445794	0.000338908	6.62E-05	0.000531847	0.000522199	0.000100353	0.000789446	0.000256233	0.000327361
Tetrapisispora phaffii	0.001267542	0.002087293	0.000414968	0.000833643	0.001491737	0.000706533	0.001530928	0.00022756	0.001990269	0.00015586	0.001757912	0.000136933	0.001843533	0.000261238	0.002539021	0.000111906	0.001302454	7.89E-05	0.000960103	2.74E-05	0.001574325	0.001089493	0.000336523	0.001555642	0.001279046	0.002578055	0.000780908	0.000972537	0.001149048	0.001536698	0.000182847	0.000763256	0.000756841	0.000990028	7.59E-05	0.002589764	0.000965335	0.000237732	0.002583266	0.002104622	0.000159123	0.003713957	0.002852114	0.000875715	0.002511753	0.002491333	0.001070003	6.64E-05	0.00156794	7.04E-05	0.000740549	0	0.001994496	0.000241069	0.002425751	0.000403195	0.001565961	0.000266843	0.001410679	0.000319688	0.002677121	0.000538767	0.002968063	0.000173719	0.000402104	0.001440226	0.001833156	6.72E-05	0.002925679	0.000789454	0.002678196	0.000433678	4.12E-05	0.001901584	0.000309832	0.002648119	7.90E-05	0.002608855	0.002695603	0.000904756	0.002183962	0.000790048	0.003194237	0.001461217	3.37E-05	0.001332894	0.000156625	0.001840216	0.000846052	0.000293727	0.0024505	0.002485543	0.00200241	0.00105975	0	0.001353832	0	0.002606811	0.0019794	0.003624993	0.00017692	0.001967469	0.00119443	0.001403909	0.001990088	0.001303606	9.04E-05	0.002214138	0.002426209	0.002307361	0.003141634	0.001935462	5.43E-05	0.000678408	0	0.000804158	0.000439793	7.69E-05	0.00104072	0.002445908	0.000799279	0.002592956	0.000256395	0.001825241	0.000898966	0.000310046	0.002325386	0.001085932	0.001931325	0.001459009	0.000615649	0.001968168	0.003706785	0.000181477	0.002586436	0.000728691	0.000147579	0.00105549	0.001452052	0.002974898	0.001319089	0.001246009	0.00118219	0.001480469	0.0002686	7.68E-05	9.68E-05	0.001957473	0.002542278	0.002569344	0.000201717	0.000280303	0.002616447	0.003143641	8.45E-05	0.001822214	0.000147625	0.003591979	0.001189325	0.000171137	0.001364672	0.001417371	0.00399221	0.003002749	0.001664661	0.001704818	5.66E-05	0.002291748	0.002347102	8.55E-05	0.001446061	0.000141142	0.000209547	0.000113445	0.001315868	0.00019669	0.000641445	0.001907579	3.90E-05	0.002739374	0.00144054	0.001278329	9.37E-05	0.001741855	0.001761944	0.0002573	0.002642635	0.000792553	0.000904083
Tetrapisispora blattae	0.001061995	0.001757721	0.000409888	0.000681547	0.001248651	0.000607376	0.001356179	0.000184984	0.001739758	0.000145835	0.001458977	0.00011086	0.001409235	0.00025604	0.001913002	0.000305307	0.001084129	9.94E-05	0.000830192	5.08E-05	0.001320619	0.0007706	0.000278355	0.001415365	0.001192452	0.00194641	0.000656281	0.000716713	0.000995412	0.001326184	0.000154609	0.000635268	0.000652292	0.000772637	8.16E-05	0.002136815	0.000720656	0.000172349	0.002058422	0.001566696	0.000159828	0.003125558	0.002092434	0.000672877	0.001833154	0.002012255	0.000935296	6.16E-05	0.001270773	7.90E-05	0.000608108	0	0.001542086	0.000177084	0.001953542	0.000305103	0.001450123	0.000192135	0.001154264	0.000278009	0.002108997	0.000447511	0.002389842	0.000144645	0.000288717	0.0012369	0.0014437	6.62E-05	0.002088571	0.000574879	0.001907756	0.000399954	5.69E-05	0.001549402	0.000243521	0.002042193	5.70E-05	0.001978797	0.001922626	0.000712426	0.001865467	0.000710356	0.002385928	0.00122234	3.30E-05	0.001134823	0.000199222	0.001405781	0.000734792	0.000303055	0.002226217	0.001968144	0.001713914	0.000887733	0	0.001391073	0	0.00194864	0.001661434	0.002489755	0.000173102	0.001580113	0.000976435	0.001045651	0.001538988	0.001071529	0.000176875	0.001652078	0.001983831	0.001974768	0.002365178	0.00165787	5.04E-05	0.000664709	0	0.000670207	0.000336681	6.19E-05	0.000931967	0.001952507	0.000623923	0.00198335	0.000199901	0.001418956	0.000694148	0.000244514	0.001818702	0.001044591	0.001651079	0.001183216	0.000449227	0.001561413	0.003102132	0.00018878	0.002232036	0.000592395	0.000207213	0.000934184	0.001097875	0.002403765	0.001156451	0.00104495	0.001006399	0.001299454	0.000166908	6.44E-05	0.000109909	0.001516108	0.002359148	0.002042085	0.000169554	0.000252294	0.001670025	0.002566011	8.51E-05	0.001503303	0.000108537	0.002952963	0.001044597	0.000198075	0.000942089	0.00154886	0.002814209	0.002430282	0.001412376	0.001316575	6.36E-05	0.001766775	0.002094357	9.41E-05	0.001224506	0.000106577	0.000170492	0.000115296	0.001145067	0.000159299	0.000593463	0.00151033	8.27E-05	0.002266262	0.001180187	0.000998295	9.15E-05	0.001446127	0.001437644	0.000230161	0.00215425	0.0006956	0.000749266
