taxonomy	UCS_0001_BAL	UCS_0002_BAL	UCS_0002_UA	UCS_0004_BAL	UCS_0005_BAL	UCS_0006_BAL	UCS_0007_BAL	UCS_0007_UA	UCS_0009_BAL	UCS_0009_UA	UCS_0010_BAL	UCS_0010_UA	UCS_0013_BAL	UCS_0013_UA	UCS_0014_BAL	UCS_0014_UA	UCS_0015_BAL	UCS_0015_UA	UCS_0016_BAL	UCS_0016_UA	UCS_0017_BAL	UCS_0018_BAL	UCS_0018_UA	UCS_0019_BAL	UCS_0020_BAL	UCS_0021_BAL	UCS_0021_UA	UCS_0022_BAL	UCS_0022_UA	UCS_0023_BAL	UCS_0023_UA	UCS_0025_BAL	UCS_0025_UA	UCS_0028_BAL	UCS_0028_UA	UCS_0029_BAL	UCS_0030_BAL	UCS_0030_UA	UCS_0031_BAL	UCS_0032_BAL	UCS_0032_UA	UCS_0033_BAL	UCS_0034_BAL	UCS_0035_BAL	UCS_0036_BAL	UCS_0037_BAL	UCS_0038_BAL	UCS_0038_UA	UCS_0039_BAL	UCS_0039_UA	UCS_0040_BAL	UCS_0040_BKG	UCS_0041_BAL	UCS_0041_UA	UCS_0042_BAL	UCS_0042_UA	UCS_0043_BAL	UCS_0043_UA	UCS_0044_BAL	UCS_0045_BAL	UCS_0046_BAL	UCS_0046_UA	UCS_0047_BAL	UCS_0048_BAL	UCS_0048_UA	UCS_0049_BAL	UCS_0050_BAL	UCS_0050_UA	UCS_0051_BAL	UCS_0051_UA	UCS_0052_BAL	UCS_0053_BAL	UCS_0053_UA	UCS_0054_BAL	UCS_0054_UA	UCS_0055_BAL	UCS_0055_UA	UCS_0056_BAL	UCS_0057_BAL	UCS_0057_UA	UCS_0058_BAL	UCS_0058_UA	UCS_0059_BAL	UCS_0060_BAL	UCS_0060_UA	UCS_0061_BAL	UCS_0061_UA	UCS_0062_BAL	UCS_0063_BAL	UCS_0063_UA	UCS_0064_BAL	UCS_0065_BAL	UCS_0066_BAL	UCS_0069_BAL	UCS_0069_BKG	UCS_0070_BAL	UCS_0070_BKG	UCS_0071_BAL	UCS_0072_BAL	UCS_0073_BAL	UCS_0073_UA	UCS_0074_BAL	UCS_0074_UA	UCS_0075_BAL	UCS_0076_BAL	UCS_0077_BAL	UCS_0077_UA	UCS_0079_BAL	UCS_0080_BAL	UCS_0081_BAL	UCS_0082_BAL	UCS_0083_BAL	UCS_0083_UA	UCS_0085_BAL	UCS_0085_BKG	UCS_0087_BAL	UCS_0088_BAL	UCS_0088_UA	UCS_0090_BAL	UCS_0093_BAL	UCS_0093_UA	UCS_0094_BAL	UCS_0094_UA	UCS_0095_BAL	UCS_0096_BAL	UCS_0096_UA	UCS_0097_BAL	UCS_0097_UA	UCS_0098_BAL	UCS_0099_BAL	UCS_0099_UA	UCS_0100_BAL	UCS_0101_BAL	UCS_0101_UA	UCS_0103_BAL	UCS_0106_BAL	UCS_0106_UA	UCS_0109_BAL	UCS_0114_BAL	UCS_0115_BAL	UCS_0116_BAL	UCS_0118_BAL	UCS_0123_BAL	UCS_0128_BAL	UCS_0130_BAL	UCS_0130_UA	UCS_0134_UA	UCS_0138_BAL	UCS_0144_BAL	UCS_0147_BAL	UCS_0148_BAL	UCS_0148_UA	UCS_0151_BAL	UCS_0153_BAL	UCS_0153_UA	UCS_0154_BAL	UCS_0154_UA	UCS_0156_BAL	UCS_0158_BAL	UCS_0158_UA	UCS_0159_BAL	UCS_0159_UA	UCS_0160_BAL	UCS_0163_BAL	UCS_0164_BAL	UCS_0164_UA	UCS_0167_UA	UCS_0168_BAL	UCS_0170_BAL	UCS_0170_UA	UCS_0171_BAL	UCS_0172_UA	UCS_0174_BAL	UCS_0174_UA	UCS_0175_BAL	UCS_0175_UA	UCS_0176_BAL	UCS_0177_BAL	UCS_0177_UA	UCS_0180_BAL	UCS_0182_UA	UCS_0185_BAL	UCS_0185_UA	UCS_0190_BAL	UCS_0191_BAL	UCS_0191_UA	UCS_0192_BAL	UCS_0192_UA	UCS_0194_BAL
Saccharomyces cerevisiae	0.000560361	0.000995376	0.000209089	0.00035271	0.000626351	0.000298142	0.000673409	0.000116174	0.000822448	9.45E-05	0.00091972	6.76E-05	0.000735479	0.000115889	0.001079309	0.00012079	0.000565959	3.45E-05	0.000401486	1.32E-05	0.000723495	0.000438212	0.000163237	0.000754441	0.000569964	0.000958597	0.000321511	0.000372062	0.000548305	0.000736521	6.25E-05	0.000331647	0.000323873	0.000405011	2.78E-05	0.001090882	0.000411621	6.18E-05	0.001136152	0.000851465	9.14E-05	0.001584152	0.00111302	0.000343265	0.000983086	0.001115916	0.000450044	4.39E-05	0.000616132	3.47E-05	0.000289131	0	0.00082577	0.000122687	0.001080712	0.000194272	0.000729352	0.000114891	0.000585811	0.000140723	0.001076259	0.000235122	0.001281238	7.50E-05	0.000149083	0.000727693	0.000768537	3.62E-05	0.001076482	0.000630156	0.001102463	0.000195322	3.72E-05	0.000829299	0.000145484	0.00112358	3.88E-05	0.001101085	0.00102082	0.000299936	0.000905065	0.000392158	0.001267414	0.000688678	2.11E-05	0.000578524	5.49E-05	0.000722598	0.000356984	0.000146646	0.001199499	0.001122299	0.000779347	0.000471	0	0.000741176	0	0.001122287	0.00081676	0.001381928	8.30E-05	0.000859378	0.000526821	0.000565959	0.000804638	0.000557101	3.43E-05	0.000860727	0.001016645	0.001089587	0.001346182	0.000824132	2.81E-05	0.00032074	0	0.000318416	0.000187658	4.16E-05	0.000461492	0.000894215	0.000349929	0.001040346	0.000104704	0.000706054	0.000343648	0.000128602	0.000902331	0.000456499	0.00079403	0.000541147	0.00027156	0.000752675	0.001504121	7.87E-05	0.001105795	0.000249267	4.97E-05	0.000469801	0.000625148	0.001208506	0.000539627	0.000512759	0.000475889	0.000638715	9.33E-05	2.92E-05	4.00E-05	0.000758054	0.001198426	0.001021042	8.91E-05	0.000164235	0.000988337	0.001326645	3.07E-05	0.000761738	4.84E-05	0.001596776	0.000481434	4.73E-05	0.000536952	0.001086627	0.001617401	0.00128895	0.000732578	0.000672954	2.34E-05	0.000915012	0.00098939	3.11E-05	0.000617812	6.16E-05	0.000113563	8.88E-05	0.000607078	0.000110056	0.00031946	0.000866605	3.86E-05	0.001308358	0.000702463	0.000473038	7.63E-05	0.000791964	0.000794151	0.000127703	0.001188628	0.00033318	0.000428996
Saccharomyces paradoxus	0.00044107	0.000871093	0.000168715	0.000308814	0.000579355	0.00023764	0.000507397	0.000107846	0.000864814	8.07E-05	0.000615456	4.60E-05	0.000574105	8.50E-05	0.000851665	3.02E-05	0.000545344	2.64E-05	0.000367462	3.27E-05	0.000614488	0.000333808	0.000138568	0.000656427	0.00041168	0.000731817	0.00025058	0.000357342	0.000407549	0.000547225	5.35E-05	0.000243831	0.000255689	0.00039878	4.77E-05	0.000774509	0.000326876	9.21E-05	0.000781199	0.000694195	6.08E-05	0.000978151	0.001110812	0.000322981	0.000867734	0.000866075	0.000365852	4.14E-05	0.000518045	2.72E-05	0.000226641	0	0.000643346	6.38E-05	0.001069698	0.000130895	0.000548086	7.04E-05	0.000454841	0.000125037	0.000917467	0.000196801	0.000969248	5.29E-05	0.000121786	0.00048602	0.000646433	3.22E-05	0.000865105	0.000241208	0.000946541	0.000154045	1.93E-05	0.000717152	0.000104326	0.000860265	2.63E-05	0.000804872	0.000914076	0.000265304	0.000805459	0.000278065	0.000919983	0.000579404	1.80E-05	0.000473932	9.81E-05	0.000626251	0.000299272	0.000100657	0.000868889	0.000923202	0.000614376	0.000390623	0	0.000594401	0	0.000792393	0.000656564	0.001226604	5.82E-05	0.00074296	0.000456881	0.000391776	0.000718614	0.000437263	0.000102536	0.000816044	0.000784923	0.000782978	0.001123175	0.000696382	1.98E-05	0.000225143	0	0.000282335	0.000130207	1.69E-05	0.000391511	0.000813349	0.00023172	0.000856612	9.97E-05	0.000582038	0.00030867	0.000108904	0.00090616	0.000355766	0.000696167	0.000473286	0.000199594	0.000548701	0.001457176	5.71E-05	0.000964376	0.000219479	6.17E-05	0.000350579	0.000442537	0.001096635	0.000459433	0.000404497	0.000415618	0.000492801	8.06E-05	1.85E-05	3.94E-05	0.000585149	0.00084967	0.000822274	6.73E-05	9.32E-05	0.000661833	0.00119652	5.52E-05	0.000680088	3.18E-05	0.000993005	0.000393746	6.63E-05	0.000461352	0.001210032	0.001143807	0.000984714	0.000828636	0.000479696	1.30E-05	0.000728426	0.000861112	2.42E-05	0.000512196	4.07E-05	5.71E-05	3.32E-05	0.000382542	6.66E-05	0.000238227	0.000726322	4.29E-05	0.000804095	0.000548953	0.00034198	5.00E-05	0.000685904	0.00048645	0.000100353	0.000883109	0.000322408	0.000311406
Saccharomyces eubayanus	0.000392742	0.000741261	0.000146255	0.000273004	0.000515342	0.000220161	0.000521751	6.46E-05	0.000690746	5.64E-05	0.000564834	5.37E-05	0.000473711	9.70E-05	0.000812726	4.31E-05	0.000420721	4.65E-05	0.000322302	1.92E-05	0.000558538	0.000350854	0.000134609	0.000617761	0.000450009	0.000883467	0.000240636	0.000298461	0.000381789	0.000513722	4.86E-05	0.000323239	0.000290918	0.000333702	3.11E-05	0.000753763	0.000366381	0.000157507	0.000775131	0.00073226	8.76E-05	0.001212002	0.000880037	0.000267981	0.000731599	0.00087187	0.00034085	3.73E-05	0.000480263	4.31E-05	0.000246694	0	0.000621456	7.20E-05	0.000732406	0.000111149	0.000545941	8.17E-05	0.000468648	0.000105318	0.000777494	0.000183486	0.001021247	4.74E-05	0.000118636	0.000431622	0.000516348	1.36E-05	0.000901501	0.000228143	0.000777778	0.000160719	4.54E-05	0.000652225	9.69E-05	0.000779475	2.72E-05	0.000821868	0.000738622	0.000296226	0.000683718	0.000284945	0.000935936	0.00047606	2.09E-05	0.000441247	0.00010369	0.000572823	0.000281422	9.83E-05	0.000900455	0.000777366	0.000593247	0.000317413	0	0.000456389	0	0.000819884	0.000597097	0.001039302	3.88E-05	0.000594791	0.000385124	0.000445075	0.00064413	0.000416218	1.75E-05	0.000632611	0.000701576	0.00086093	0.001010857	0.000639711	2.14E-05	0.000233482	0	0.000273314	0.000150528	3.97E-05	0.000338553	0.000658649	0.000257554	0.000907717	7.10E-05	0.000505194	0.000245205	8.45E-05	0.000842346	0.0003645	0.000612389	0.000443706	0.000182165	0.000580908	0.001092882	6.98E-05	0.000826365	0.000216106	5.38E-05	0.000365169	0.00048009	0.000884668	0.000386733	0.000385065	0.000357231	0.000536162	7.08E-05	3.22E-05	3.82E-05	0.000558758	0.000904879	0.000947812	6.37E-05	9.04E-05	0.000814055	0.000860098	5.14E-05	0.000575386	5.10E-05	0.001130922	0.000338834	3.31E-05	0.000374122	0.001431637	0.001140387	0.000928908	0.000618574	0.000524559	2.62E-05	0.000517593	0.000737915	3.18E-05	0.000447874	7.30E-05	6.30E-05	4.26E-05	0.000445233	6.63E-05	0.000214657	0.000607016	4.45E-05	0.000936488	0.000515794	0.000405973	5.78E-05	0.00055662	0.000597529	9.85E-05	0.000885339	0.000251616	0.000332679
Kazachstania africana	0.000693722	0.001108563	0.000244382	0.000391986	0.000741412	0.000438642	0.000847534	0.000130332	0.001078484	9.69E-05	0.000870697	7.76E-05	0.000890904	0.000133435	0.001180151	0.000175376	0.000706511	4.79E-05	0.000587692	3.11E-05	0.000749541	0.000407672	0.000128823	0.000799402	0.000766576	0.001250767	0.000402386	0.000458859	0.000620983	0.000834239	0.000105287	0.000458701	0.00049206	0.000544169	4.37E-05	0.001407255	0.000609149	0.000133586	0.001202895	0.001215091	0.00011638	0.00188841	0.001094249	0.0004794	0.001099477	0.001029631	0.000593936	6.27E-05	0.00065682	6.39E-05	0.000454682	0	0.001303719	0.000155951	0.001423511	0.000228668	0.000891311	0.000158389	0.000748339	0.000145055	0.001356204	0.000309491	0.001788741	8.53E-05	0.000196677	0.000651	0.000965659	2.86E-05	0.001607024	0.000419602	0.001696802	0.000232208	3.60E-05	0.000935544	0.000202363	0.001621786	4.43E-05	0.00103553	0.001068671	0.000419292	0.001267829	0.000505103	0.001644979	0.000630229	1.97E-05	0.00071907	0.000134019	0.000889014	0.000407557	0.000191552	0.001177901	0.001320128	0.001075971	0.000425948	0	0.000748478	0	0.001347068	0.00107526	0.001333961	6.99E-05	0.000911237	0.000521371	0.000653875	0.001229512	0.000769887	8.02E-05	0.001152339	0.001198908	0.001151948	0.001733596	0.000851988	3.66E-05	0.000381791	0	0.000447406	0.000215004	3.78E-05	0.000522488	0.001358317	0.000503365	0.001149856	0.000121679	0.00078442	0.000381871	0.000130875	0.001223954	0.000618952	0.001026827	0.000674259	0.000263689	0.000891043	0.002253365	0.000150051	0.001344333	0.000425187	0.000118617	0.000528996	0.000858566	0.001391034	0.000677532	0.000618245	0.000693744	0.000781187	0.000144746	4.65E-05	4.90E-05	0.000820846	0.001680489	0.001443687	9.66E-05	0.000173783	0.001131735	0.001386947	7.11E-05	0.001134441	8.27E-05	0.001915518	0.000738114	0.000116237	0.00069009	0.001095187	0.002212386	0.001456369	0.000888804	0.000992176	3.08E-05	0.001223882	0.001054164	6.10E-05	0.000767897	7.90E-05	0.000114961	7.79E-05	0.000584688	8.72E-05	0.000334191	0.001050152	4.41E-05	0.001446592	0.00092843	0.000547782	7.10E-05	0.000799705	0.000674135	0.000148531	0.001036984	0.000368576	0.000492223
Kazachstania naganishii	0.000526103	0.000844461	0.000185292	0.000341543	0.000550184	0.000265874	0.000597268	7.19E-05	0.00073127	0.000104424	0.000840324	7.02E-05	0.000623931	9.74E-05	0.000910573	3.91E-05	0.000516297	5.30E-05	0.000412621	1.62E-05	0.000583619	0.000390627	0.000104459	0.000658225	0.000460655	0.000962771	0.000296321	0.000395918	0.000543705	0.000598039	5.61E-05	0.00035547	0.000322169	0.000393934	2.53E-05	0.00112373	0.000444755	0.000194553	0.00099053	0.000886526	9.10E-05	0.001337729	0.000951809	0.000353017	0.000878126	0.000895051	0.000487803	4.96E-05	0.000600874	2.74E-05	0.000315246	0	0.000853741	0.000117404	0.001178458	0.000185992	0.000644618	0.000115281	0.00055149	0.000141619	0.000909233	0.000200373	0.001287478	6.64E-05	0.000164831	0.000557363	0.000761354	1.97E-05	0.001178671	0.000326133	0.001018081	0.000167745	2.26E-05	0.000738794	0.000129478	0.000987434	6.77E-05	0.000967547	0.000925118	0.00036116	0.000850958	0.000317051	0.001256778	0.000559074	3.51E-05	0.000462166	4.82E-05	0.000643769	0.000359364	0.000101308	0.000986845	0.001048747	0.000652571	0.000366049	0	0.000671805	0	0.001052751	0.000746371	0.001402486	7.73E-05	0.000728143	0.000454156	0.00049233	0.000742743	0.000522027	1.88E-05	0.000824275	0.000910401	0.000940613	0.001295721	0.000829895	4.63E-05	0.000298404	0	0.000336005	0.000195436	4.53E-05	0.000388674	0.001016101	0.000348363	0.000874864	0.000103753	0.000734205	0.000328503	0.000101139	0.000962317	0.000411664	0.000761409	0.000515047	0.000233328	0.00068707	0.001464687	8.53E-05	0.000940522	0.000275683	6.00E-05	0.000422696	0.000513962	0.001208506	0.00037624	0.000473896	0.000488446	0.000611872	0.000107694	4.14E-05	4.41E-05	0.000697992	0.001083969	0.001102642	7.74E-05	0.000146835	0.000943112	0.001139391	3.29E-05	0.00071563	5.51E-05	0.001369978	0.000455894	4.99E-05	0.00051369	0.00134057	0.001461816	0.001103528	0.000754745	0.000645346	3.13E-05	0.000751617	0.000951287	3.00E-05	0.000519343	5.42E-05	7.56E-05	5.67E-05	0.000554622	0.000109209	0.000231492	0.000806296	4.04E-05	0.001100033	0.000661936	0.000435666	5.04E-05	0.000722289	0.000666474	0.000108348	0.001057054	0.000310096	0.000366951
Zygosaccharomyces rouxii	0.000767744	0.001285	0.000260425	0.000484784	0.000979636	0.000422508	0.000992326	0.000275133	0.001293076	8.88E-05	0.001147785	7.97E-05	0.001160109	0.000164953	0.001548573	0.00020331	0.000803024	3.29E-05	0.000539439	1.69E-05	0.00093572	0.000625003	0.000198869	0.000958563	0.000781482	0.001700153	0.000486576	0.000539058	0.00072218	0.001002874	0.000105671	0.000439082	0.000481264	0.000567016	3.76E-05	0.001777221	0.000500827	0.000142418	0.001471385	0.001206076	0.000118919	0.002071971	0.001662905	0.000556635	0.001594137	0.001442384	0.000650064	3.18E-05	0.000938003	3.99E-05	0.000422504	0	0.001370608	0.000147537	0.001395977	0.000240452	0.001009294	0.000151952	0.000878124	0.000189722	0.001524406	0.000324105	0.001926017	0.00011024	0.000220125	0.000782092	0.00100237	3.64E-05	0.001924789	0.000551261	0.001575733	0.000276296	3.99E-05	0.001105732	0.000190072	0.001594856	4.92E-05	0.001694724	0.001664967	0.000534938	0.001273978	0.000510837	0.001738927	0.000804728	2.07E-05	0.000900798	0.000115367	0.001205206	0.000540831	0.000221054	0.00155669	0.001471036	0.001188118	0.000645066	0	0.000895253	0	0.001849995	0.001171135	0.0018913	0.000102334	0.001258375	0.000682142	0.000837949	0.001177058	0.000848221	7.82E-05	0.001273452	0.001683417	0.00156076	0.00203962	0.001192975	3.37E-05	0.000404126	0	0.000504684	0.000293028	5.84E-05	0.000599561	0.001491922	0.000521371	0.001432149	0.000148024	0.001177771	0.000570103	0.000178982	0.001466448	0.00071328	0.001281125	0.000827381	0.000322162	0.001114102	0.002311576	0.000160895	0.001633987	0.0004013	9.84E-05	0.000636129	0.000831322	0.001913591	0.000797449	0.000785596	0.000617777	0.000906452	0.000202575	6.25E-05	7.16E-05	0.001195778	0.001536409	0.001456241	0.000122857	0.000191607	0.001611564	0.001899515	3.38E-05	0.001214169	6.60E-05	0.002097875	0.000721513	0.00016157	0.000825781	0.001801376	0.00243465	0.001947826	0.000975363	0.00093696	4.14E-05	0.001453689	0.001369143	5.50E-05	0.000887807	6.56E-05	0.000178435	0.000108304	0.000846326	0.000136582	0.000403218	0.001132748	3.51E-05	0.001816515	0.000858429	0.000816042	5.99E-05	0.001116336	0.00102397	0.000158209	0.001491918	0.000448601	0.000540677
Eremothecium cymbalariae	0.000230017	0.000501572	0.000110961	0.000167114	0.000345182	0.000161003	0.000343882	4.64E-05	0.000442077	3.58E-05	0.000373536	4.13E-05	0.000354726	5.81E-05	0.000515193	9.93E-05	0.000326082	2.79E-05	0.000230128	2.46E-05	0.000356924	0.000220171	7.74E-05	0.000381267	0.000317987	0.000466081	0.000150481	0.000196944	0.000264033	0.000341178	4.24E-05	0.000158817	0.000206256	0.000247161	1.53E-05	0.000694983	0.000202625	0.000101447	0.000624959	0.000484834	6.15E-05	0.000847396	0.00059074	0.000177093	0.000505053	0.000585325	0.000268904	3.59E-05	0.000348028	9.56E-06	0.000173012	0	0.000377008	4.50E-05	0.000572709	9.43E-05	0.000368966	5.70E-05	0.000295075	8.13E-05	0.00059753	0.000115288	0.000744616	3.04E-05	7.84E-05	0.000319257	0.000446119	2.51E-05	0.000606134	0.000196484	0.000594339	9.66E-05	1.29E-05	0.000399401	7.00E-05	0.00063884	1.49E-05	0.000581499	0.000580346	0.000202843	0.000470978	0.000181746	0.000639911	0.000376952	2.77E-05	0.000312469	9.41E-05	0.000416041	0.000193961	6.49E-05	0.000644606	0.000493304	0.000388455	0.000255978	0	0.000385557	0	0.000569229	0.000385928	0.000657844	2.56E-05	0.000442389	0.000256144	0.000271441	0.00044061	0.000328532	4.38E-05	0.000480925	0.00057793	0.000434795	0.000709716	0.000471619	3.87E-05	0.000181961	0	0.000184916	9.53E-05	2.39E-05	0.000243985	0.000459413	0.000158133	0.000531732	4.78E-05	0.000423024	0.000218882	6.72E-05	0.000548801	0.000267262	0.0004478	0.000313204	0.000142246	0.00040914	0.000841256	4.89E-05	0.000630422	0.000150347	2.55E-05	0.00024428	0.000368167	0.000646205	0.000250327	0.000325184	0.000251129	0.000359277	4.39E-05	1.93E-05	2.16E-05	0.000388582	0.000658461	0.000629782	4.68E-05	7.87E-05	0.00044784	0.000693474	1.62E-05	0.000336202	2.79E-05	0.000809115	0.000268599	8.06E-05	0.000250061	0.001011966	0.000764248	0.000666077	0.000390567	0.000293339	1.87E-05	0.00044591	0.000522002	3.33E-05	0.000290642	1.96E-05	4.04E-05	3.42E-05	0.000284668	4.83E-05	0.000176776	0.000456246	2.50E-05	0.000512051	0.000335266	0.000254437	3.62E-05	0.000389401	0.000386862	6.37E-05	0.000693552	0.00014466	0.00020918
Eremothecium gossypii	0.000181689	0.000300721	5.16E-05	0.000107045	0.000193658	9.51E-05	0.000212195	2.49E-05	0.000270772	4.58E-05	0.000276023	3.45E-05	0.000257306	3.53E-05	0.000375412	1.81E-05	0.000177096	4.41E-05	0.000212806	2.97E-05	0.000234412	0.000109375	6.49E-05	0.000270664	0.000178158	0.00028104	0.000138548	0.000140602	0.000203314	0.000194321	2.45E-05	0.000152745	0.000105685	0.000192467	1.28E-05	0.00036478	0.000152287	6.19E-05	0.000304895	0.000262452	7.14E-05	0.000457644	0.000273838	0.000109221	0.000355407	0.000303931	0.000177058	5.32E-05	0.000170744	3.39E-05	8.53E-05	0	0.00023715	2.41E-05	0.00036758	0.000151915	0.000210225	5.46E-05	0.000184225	3.69E-05	0.000361106	6.75E-05	0.000332789	2.66E-05	5.95E-05	0.000178356	0.000252987	3.23E-05	0.000341563	8.69E-05	0.000330189	8.04E-05	4.29E-05	0.000247904	4.63E-05	0.000353083	6.56E-05	0.000273147	0.000299375	0.000111316	0.00029513	0.000117533	0.00041479	0.000225324	0.000117099	0.000177153	8.37E-05	0.000248749	0.000111855	4.64E-05	0.0005632	0.000332251	0.000267367	0.000148467	0	0.000248276	0	0.000378408	0.000298548	0.000365469	1.55E-05	0.000206378	0.000143513	0.000189019	0.000252826	0.00014439	7.00E-06	0.000221061	0.00029675	0.000271964	0.00041997	0.000204592	0.000148932	0.000185535	0	0.000180857	7.18E-05	1.89E-05	0.000115846	0.00027893	0.000101769	0.000332181	5.76E-05	0.000215316	0.000101688	2.54E-05	0.000262914	0.000116454	0.000281729	0.000192273	7.93E-05	0.000196817	0.000490107	5.09E-05	0.000279431	0.000126179	3.22E-05	0.00013548	0.000175248	0.000373886	0.000136406	0.000200662	0.000152561	0.000212675	3.66E-05	2.13E-05	2.85E-05	0.000226597	0.000323171	0.00033686	2.53E-05	0.000125616	0.000312165	0.000326901	1.36E-05	0.00024975	3.31E-05	0.000571591	0.000173248	2.98E-05	0.000157015	0.001806607	0.000470175	0.000307836	0.000275508	0.000189808	1.57E-05	0.000280407	0.000307359	2.22E-05	0.000204084	3.52E-05	4.92E-05	3.58E-05	0.000169521	4.28E-05	7.83E-05	0.000285809	2.72E-05	0.00033293	0.000234564	0.000159215	2.66E-05	0.000217538	0.000188962	3.89E-05	0.000285449	9.77E-05	0.000124681
Eremothecium sinecaudum	0.000177407	0.000311818	8.40E-05	0.00010512	0.000164488	7.76E-05	0.000171629	5.53E-05	0.000215513	2.84E-05	0.000211013	3.24E-05	0.000187402	3.10E-05	0.000270576	6.31E-05	0.000156482	4.11E-05	0.000110115	2.30E-05	0.000180391	0.000111506	7.98E-05	0.000167254	0.000144088	0.000257388	8.09E-05	0.000108624	0.000123277	0.00019097	2.86E-05	0.000101363	0.000117049	0.000108003	3.85E-05	0.000325017	0.000159296	0.000108562	0.000222983	0.000217374	2.34E-05	0.000445071	0.000337881	0.000109611	0.000249409	0.000273667	0.000135217	2.88E-05	0.000169291	1.57E-05	7.18E-05	0	0.000226205	3.13E-05	0.000257443	3.85E-05	0.000165177	5.46E-05	0.000161739	3.42E-05	0.000306999	7.73E-05	0.000268311	2.26E-05	5.49E-05	0.000173897	0.000217872	4.57E-05	0.000314965	7.79E-05	0.000286163	5.94E-05	1.77E-05	0.000214457	3.03E-05	0.000270796	1.10E-05	0.000303496	0.000274836	0.000106988	0.000218888	0.000124413	0.000278299	0.000160099	9.47E-06	0.000173884	8.59E-05	0.000193569	0.00011483	3.41E-05	0.000390419	0.000272649	0.000213731	0.00011519	0	0.000175253	0	0.000320191	0.000223304	0.00037689	4.37E-05	0.00022437	0.000113539	0.00014671	0.000238139	0.000133283	4.06E-05	0.000219885	0.000247292	0.000303144	0.000315791	0.000208434	8.16E-06	8.28E-05	0	8.25E-05	5.47E-05	3.13E-05	0.000129558	0.000230879	0.000126037	0.000279859	6.17E-05	0.000163579	0.000115751	5.85E-05	0.000261638	0.000136833	0.000228349	0.000142682	0.000107949	0.000207552	0.000403728	1.83E-05	0.000272615	8.85E-05	3.70E-05	0.000142983	0.000150949	0.000304703	0.000167884	0.000130867	0.000118658	0.00019891	4.39E-05	2.82E-05	3.76E-05	0.000243888	0.000333943	0.000355691	2.52E-05	4.37E-05	0.000261424	0.00038879	2.69E-05	0.000240144	4.33E-05	0.000372377	0.000165586	5.27E-05	0.000158953	0.001160337	0.000502659	0.000361842	0.000191061	0.000232946	2.70E-05	0.000273028	0.000264176	4.53E-05	0.000169144	2.61E-05	2.04E-05	1.62E-05	0.000176558	4.59E-05	0.0001128	0.000220257	5.07E-05	0.000270628	0.000132633	0.000130034	5.54E-05	0.00019741	0.000210667	4.04E-05	0.00030329	8.77E-05	0.000102817
[Candida] glabrata	0.000417212	0.005440723	0.027172682	0.0002499	0.000436744	0.00020638	0.000524872	0.000111178	0.000573779	0.000130798	0.000477977	6.19E-05	0.000487841	0.000111665	0.000698905	5.30E-05	0.00046195	0.000276587	0.000269101	8.95E-05	0.00048233	0.000318893	0.000173896	0.000542227	0.000339991	0.000651122	0.000319523	0.00026293	0.000333031	0.000475193	6.81E-05	0.000241028	0.000225575	0.000314316	0.000121723	0.000698441	0.011743956	0.002649889	0.00072204	0.000619065	0.000109749	0.001043529	0.000637116	0.00026291	0.000640149	0.000739222	0.00034238	0.000110021	0.000414145	9.00E-05	0.000212651	0	0.000586187	5.44E-05	0.000718639	0.000397144	0.000468716	7.86E-05	0.000418943	9.90E-05	0.000709272	0.000203946	0.00092765	5.22E-05	0.000110937	0.000441431	0.000481233	3.22E-05	0.000757317	0.000203519	0.000645702	0.000208847	6.72E-05	0.000535159	8.95E-05	0.000761521	2.76E-05	0.000770881	0.000695679	0.000288804	0.000657894	0.000290678	0.000866805	0.000472672	2.44E-05	0.00045236	0.000123494	0.00053516	0.006772584	0.008262966	0.000887164	0.00064548	0.000587558	0.000296423	0	0.000503853	0	0.000721239	0.00058132	0.000936514	5.78E-05	0.0005768	0.000395115	0.000390127	0.000600069	0.00038699	5.82E-05	0.000622028	0.001596407	0.000661721	0.000820406	0.000540777	1.88E-05	0.000217996	0	0.000257529	0.000125189	3.39E-05	0.000307819	0.00068326	0.000263817	0.000698431	9.09E-05	0.00050139	0.000269365	0.000107579	0.000579432	0.000332476	0.000547147	0.000407165	0.000206341	0.00055228	0.001077859	6.75E-05	0.000790584	0.000207395	9.96E-05	0.022600074	0.000382894	0.001580921	0.00037699	0.000344219	0.000349069	0.00050519	0.000110926	6.16E-05	6.40E-05	0.00343263	0.00181245	0.000769966	5.36E-05	0.000258235	0.00057028	0.000872793	8.16E-05	0.000560977	0.000116303	0.001084949	0.000352881	6.20E-05	0.000428398	0.002732261	0.000995061	0.000867701	0.000442291	0.000500402	5.10E-05	0.000605089	0.000755696	0.000168569	0.000444697	5.67E-05	6.61E-05	6.08E-05	0.00038702	9.61E-05	0.000180143	0.00063586	5.86E-05	0.000870292	0.000412635	0.000333277	9.66E-05	0.000479978	0.000523476	0.000112345	0.000767145	0.000310866	0.00210539
